id,name,type,path
51,pipeline,Element,Enums/SiestaLog/Category.html#/s:6Siesta0A3LogO8CategoryO8pipelineyA2EmF
52,stateChanges,Element,Enums/SiestaLog/Category.html#/s:6Siesta0A3LogO8CategoryO12stateChangesyA2EmF
53,observers,Element,Enums/SiestaLog/Category.html#/s:6Siesta0A3LogO8CategoryO9observersyA2EmF
54,staleness,Element,Enums/SiestaLog/Category.html#/s:6Siesta0A3LogO8CategoryO9stalenessyA2EmF
55,cache,Element,Enums/SiestaLog/Category.html#/s:6Siesta0A3LogO8CategoryO5cacheyA2EmF
56,configuration,Element,Enums/SiestaLog/Category.html#/s:6Siesta0A3LogO8CategoryO13configurationyA2EmF
57,enabled,Variable,Enums/SiestaLog/Category.html#/s:6Siesta0A3LogO8CategoryO7enabledShyAEGvpZ
58,common,Variable,Enums/SiestaLog/Category.html#/s:6Siesta0A3LogO8CategoryO6commonShyAEGvpZ
59,detailed,Variable,Enums/SiestaLog/Category.html#/s:6Siesta0A3LogO8CategoryO8detailedShyAEGvpZ
60,all,Variable,Enums/SiestaLog/Category.html#/s:6Siesta0A3LogO8CategoryO3allShyAEGvpZ
61,Category,Enum,Enums/SiestaLog/Category.html
62,messageHandler,Variable,Enums/SiestaLog.html#/s:6Siesta0A3LogO14messageHandleryyAC8CategoryO_SStcvpZ
63,log(_:_:),Method,Enums/SiestaLog.html#/s:6Siesta0A3LogO3logyyAC8CategoryO_SayypSgGyXKtFZ
64,SiestaLog,Enum,Enums/SiestaLog.html
65,json,Variable,Structs/StandardTransformer.html#/s:6Siesta19StandardTransformerV4jsonACvpZ
66,text,Variable,Structs/StandardTransformer.html#/s:6Siesta19StandardTransformerV4textACvpZ
67,image,Variable,Structs/StandardTransformer.html#/s:6Siesta19StandardTransformerV5imageACvpZ
68,error,Element,Structs/ResponseContentTransformer/InputTypeMismatchAction.html#/s:6Siesta26ResponseContentTransformerV23InputTypeMismatchActionO5erroryAEyxq__GAGmr0_lF
69,skip,Element,Structs/ResponseContentTransformer/InputTypeMismatchAction.html#/s:6Siesta26ResponseContentTransformerV23InputTypeMismatchActionO4skipyAEyxq__GAGmr0_lF
70,skipIfOutputTypeMatches,Element,Structs/ResponseContentTransformer/InputTypeMismatchAction.html#/s:6Siesta26ResponseContentTransformerV23InputTypeMismatchActionO012skipIfOutputF7MatchesyAEyxq__GAGmr0_lF
71,InputTypeMismatchAction,Enum,Structs/ResponseContentTransformer/InputTypeMismatchAction.html
72,Processor,Alias,Structs/ResponseContentTransformer.html#/s:6Siesta26ResponseContentTransformerV9Processora
73,init(onInputTypeMismatch:transformErrors:processor:),Method,Structs/ResponseContentTransformer.html#/s:6Siesta26ResponseContentTransformerV19onInputTypeMismatch15transformErrors9processorACyxq_GAC0fgH6ActionOyxq__G_Sbq_SgAA6EntityVyxGKctcfc
74,debugDescription,Property,Structs/ResponseContentTransformer.html#/s:s28CustomDebugStringConvertibleP16debugDescriptionSSvp
75,process(_:),Method,Protocols/ResponseTransformer.html#/s:6Siesta19ResponseTransformerP7processyAA0B0OAFF
76,debugDescription,Property,Protocols/ResponseTransformer.html#/s:6Siesta19ResponseTransformerPAAE16debugDescriptionSSvp
77,logTransformation(_:),Method,Protocols/ResponseTransformer.html#/s:6Siesta19ResponseTransformerPAAE17logTransformationyAA0B0OAFF
78,description,Property,Classes/PipelineStageKey.html#/s:6Siesta16PipelineStageKeyC11descriptionSSvp
79,init(description:),Method,Classes/PipelineStageKey.html#/s:6Siesta16PipelineStageKeyC11descriptionACSS_tcfc
80,rawData,Variable,Classes/PipelineStageKey.html#/s:6Siesta16PipelineStageKeyC7rawDataACvpZ
81,decoding,Variable,Classes/PipelineStageKey.html#/s:6Siesta16PipelineStageKeyC8decodingACvpZ
82,parsing,Variable,Classes/PipelineStageKey.html#/s:6Siesta16PipelineStageKeyC7parsingACvpZ
83,model,Variable,Classes/PipelineStageKey.html#/s:6Siesta16PipelineStageKeyC5modelACvpZ
84,cleanup,Variable,Classes/PipelineStageKey.html#/s:6Siesta16PipelineStageKeyC7cleanupACvpZ
85,replaceExisting,Element,Structs/PipelineStage/MutationAction.html#/s:6Siesta13PipelineStageV14MutationActionO15replaceExistingyA2EmF
86,appendToExisting,Element,Structs/PipelineStage/MutationAction.html#/s:6Siesta13PipelineStageV14MutationActionO16appendToExistingyA2EmF
87,add(_:),Method,Structs/PipelineStage.html#/s:6Siesta13PipelineStageV3addyyAA19ResponseTransformer_pF
88,add(_:contentTypes:),Method,Structs/PipelineStage.html#/s:6Siesta13PipelineStageV3add_12contentTypesyAA19ResponseTransformer_p_SaySSGtF
89,removeTransformers(),Method,Structs/PipelineStage.html#/s:6Siesta13PipelineStageV18removeTransformersyyF
90,cacheUsing(_:),Method,Structs/PipelineStage.html#/s:6Siesta13PipelineStageV10cacheUsingyyxAA11EntityCacheRzlF
91,doNotCache(),Method,Structs/PipelineStage.html#/s:6Siesta13PipelineStageV10doNotCacheyyF
92,MutationAction,Enum,Structs/PipelineStage/MutationAction.html
93,order,Property,Structs/Pipeline.html#/s:6Siesta8PipelineV5orderSayAA0B8StageKeyCGvp
94,subscript(_:),Method,Structs/Pipeline.html#/s:6Siesta8PipelineVyAA0B5StageVAA0bC3KeyCcip
95,removeAllTransformers(),Method,Structs/Pipeline.html#/s:6Siesta8PipelineV21removeAllTransformersyyF
96,removeAllCaches(),Method,Structs/Pipeline.html#/s:6Siesta8PipelineV15removeAllCachesyyF
97,clear(),Method,Structs/Pipeline.html#/s:6Siesta8PipelineV5clearyyF
98,add(_:),Method,Structs/Pipeline.html#/s:6Siesta8PipelineV3addyyAA19StandardTransformerVF
99,Pipeline,Struct,Structs/Pipeline.html
100,PipelineStage,Struct,Structs/PipelineStage.html
101,PipelineStageKey,Class,Classes/PipelineStageKey.html
102,ResponseTransformer,Protocol,Protocols/ResponseTransformer.html
103,ResponseContentTransformer,Struct,Structs/ResponseContentTransformer.html
104,StandardTransformer,Struct,Structs/StandardTransformer.html
105,JSONResponseTransformer(_:),Function,"Response Pipeline.html#/s:6Siesta23JSONResponseTransformeryAA08ResponseC0_pSbF"
106,TextResponseTransformer(_:),Function,"Response Pipeline.html#/s:6Siesta23TextResponseTransformeryAA0cD0_pSbF"
107,ImageResponseTransformer(_:),Function,"Response Pipeline.html#/s:6Siesta24ImageResponseTransformeryAA0cD0_pSbF"
108,broadcastResponse(_:),Method,Protocols/RequestCompletionHandler.html#/s:6Siesta24RequestCompletionHandlerP17broadcastResponseyyAA0F4InfoVF
109,willIgnore(_:),Method,Protocols/RequestCompletionHandler.html#/s:6Siesta24RequestCompletionHandlerP10willIgnoreySbAA12ResponseInfoVF
110,startUnderlyingOperation(passingResponseTo:),Method,Protocols/RequestDelegate.html#/s:6Siesta15RequestDelegateP24startUnderlyingOperation17passingResponseToyAA0B17CompletionHandler_p_tF
111,cancelUnderlyingOperation(),Method,Protocols/RequestDelegate.html#/s:6Siesta15RequestDelegateP25cancelUnderlyingOperationyyF
112,repeated(),Method,Protocols/RequestDelegate.html#/s:6Siesta15RequestDelegateP8repeatedAaB_pyF
113,computeProgress(),Method,Protocols/RequestDelegate.html#/s:6Siesta15RequestDelegateP15computeProgressSdyF
114,progressReportingInterval,Property,Protocols/RequestDelegate.html#/s:6Siesta15RequestDelegateP25progressReportingIntervalSdvp
115,requestDescription,Property,Protocols/RequestDelegate.html#/s:6Siesta15RequestDelegateP18requestDescriptionSSvp
116,passTo(_:),Element,Enums/RequestChainAction.html#/s:6Siesta18RequestChainActionO6passToyAcA0B0_pcACmF
117,useResponse(_:),Element,Enums/RequestChainAction.html#/s:6Siesta18RequestChainActionO11useResponseyAcA0F4InfoVcACmF
118,useThisResponse,Element,Enums/RequestChainAction.html#/s:6Siesta18RequestChainActionO15useThisResponseyA2CmF
119,RequestChainAction,Enum,Enums/RequestChainAction.html
120,RequestDelegate,Protocol,Protocols/RequestDelegate.html
121,RequestCompletionHandler,Protocol,Protocols/RequestCompletionHandler.html
122,response,Property,Structs/ResponseInfo.html#/s:6Siesta12ResponseInfoV8responseAA0B0Ovp
123,isNew,Property,Structs/ResponseInfo.html#/s:6Siesta12ResponseInfoV5isNewSbvp
124,init(response:isNew:),Method,Structs/ResponseInfo.html#/s:6Siesta12ResponseInfoV8response5isNewAcA0B0O_Sbtcfc
125,success(_:),Element,Enums/Response.html#/s:6Siesta8ResponseO7successyAcA6EntityVyypGcACmF
126,failure(_:),Element,Enums/Response.html#/s:6Siesta8ResponseO7failureyAcA12RequestErrorVcACmF
127,isCancellation,Property,Enums/Response.html#/s:6Siesta8ResponseO14isCancellationSbvp
128,transformer,Property,Structs/RequestError/Cause/TransformerReturnedNil.html#/s:6Siesta12RequestErrorV5CauseO22TransformerReturnedNilV11transformerAA08ResponseE0_pvp
129,expectedType,Property,Structs/RequestError/Cause/WrongInputTypeInTranformerPipeline.html#/s:6Siesta12RequestErrorV5CauseO34WrongInputTypeInTranformerPipelineV08expectedG0ypXpvp
130,transformer,Property,Structs/RequestError/Cause/WrongInputTypeInTranformerPipeline.html#/s:6Siesta12RequestErrorV5CauseO34WrongInputTypeInTranformerPipelineV11transformerAA19ResponseTransformer_pvp
131,actualType,Property,Structs/RequestError/Cause/JSONResponseIsNotDictionaryOrArray.html#/s:6Siesta12RequestErrorV5CauseO34JSONResponseIsNotDictionaryOrArrayV10actualTypeypXpvp
132,encoding,Property,Structs/RequestError/Cause/UndecodableText.html#/s:6Siesta12RequestErrorV5CauseO15UndecodableTextV8encodingSS10FoundationE8EncodingVvp
133,encodingName,Property,Structs/RequestError/Cause/InvalidTextEncoding.html#/s:6Siesta12RequestErrorV5CauseO19InvalidTextEncodingV12encodingNameSSvp
134,networkError,Property,Structs/RequestError/Cause/RequestCancelled.html#/s:6Siesta12RequestErrorV5CauseO0B9CancelledV07networkC0s0C0_pSgvp
135,offendingString,Property,Structs/RequestError/Cause/NotURLEncodable.html#/s:6Siesta12RequestErrorV5CauseO15NotURLEncodableV15offendingStringSSvp
136,encoding,Property,Structs/RequestError/Cause/UnencodableText.html#/s:6Siesta12RequestErrorV5CauseO15UnencodableTextV8encodingSS10FoundationE8EncodingVvp
137,text,Property,Structs/RequestError/Cause/UnencodableText.html#/s:6Siesta12RequestErrorV5CauseO15UnencodableTextV4textSSvp
138,urlSource,Property,Structs/RequestError/Cause/InvalidURL.html#/s:6Siesta12RequestErrorV5CauseO10InvalidURLV9urlSourceAA14URLConvertible_pSgvp
139,InvalidURL,Struct,Structs/RequestError/Cause/InvalidURL.html
140,UnencodableText,Struct,Structs/RequestError/Cause/UnencodableText.html
141,InvalidJSONObject,Struct,Structs/RequestError/Cause.html#/s:6Siesta12RequestErrorV5CauseO17InvalidJSONObjectV
142,NotURLEncodable,Struct,Structs/RequestError/Cause/NotURLEncodable.html
143,RequestCancelled,Struct,Structs/RequestError/Cause/RequestCancelled.html
144,NoLocalDataFor304,Struct,Structs/RequestError/Cause.html#/s:6Siesta12RequestErrorV5CauseO17NoLocalDataFor304V
145,InvalidTextEncoding,Struct,Structs/RequestError/Cause/InvalidTextEncoding.html
146,UndecodableText,Struct,Structs/RequestError/Cause/UndecodableText.html
147,JSONResponseIsNotDictionaryOrArray,Struct,Structs/RequestError/Cause/JSONResponseIsNotDictionaryOrArray.html
148,UnparsableImage,Struct,Structs/RequestError/Cause.html#/s:6Siesta12RequestErrorV5CauseO15UnparsableImageV
149,WrongInputTypeInTranformerPipeline,Struct,Structs/RequestError/Cause/WrongInputTypeInTranformerPipeline.html
150,TransformerReturnedNil,Struct,Structs/RequestError/Cause/TransformerReturnedNil.html
151,userMessage,Property,Structs/RequestError.html#/s:6Siesta12RequestErrorV11userMessageSSvp
152,httpStatusCode,Property,Structs/RequestError.html#/s:6Siesta12RequestErrorV14httpStatusCodeSiSgvp
153,entity,Property,Structs/RequestError.html#/s:6Siesta12RequestErrorV6entityAA6EntityVyypGSgvp
154,cause,Property,Structs/RequestError.html#/s:6Siesta12RequestErrorV5causes0C0_pSgvp
155,timestamp,Property,Structs/RequestError.html#/s:6Siesta12RequestErrorV9timestampSdvp
156,init(response:content:cause:userMessage:),Method,Structs/RequestError.html#/s:6Siesta12RequestErrorV8response7content5cause11userMessageACSo17NSHTTPURLResponseCSg_ypSgs0C0_pSgSSSgtcfc
157,init(userMessage:cause:entity:),Method,Structs/RequestError.html#/s:6Siesta12RequestErrorV11userMessage5cause6entityACSS_s0C0_pAA6EntityVyypGSgtcfc
158,entityForTypedContentAccessors,Property,Structs/RequestError.html#/s:6Siesta12RequestErrorV30entityForTypedContentAccessorsAA6EntityVyypGSgvp
159,Cause,Enum,Structs/RequestError/Cause.html
160,notStarted,Element,Enums/RequestState.html#/s:6Siesta12RequestStateO10notStartedyA2CmF
161,inProgress,Element,Enums/RequestState.html#/s:6Siesta12RequestStateO10inProgressyA2CmF
162,completed,Element,Enums/RequestState.html#/s:6Siesta12RequestStateO9completedyA2CmF
163,options,Element,Enums/RequestMethod.html#/s:6Siesta13RequestMethodO7optionsyA2CmF
164,get,Element,Enums/RequestMethod.html#/s:6Siesta13RequestMethodO3getyA2CmF
165,head,Element,Enums/RequestMethod.html#/s:6Siesta13RequestMethodO4headyA2CmF
166,post,Element,Enums/RequestMethod.html#/s:6Siesta13RequestMethodO4postyA2CmF
167,put,Element,Enums/RequestMethod.html#/s:6Siesta13RequestMethodO3putyA2CmF
168,patch,Element,Enums/RequestMethod.html#/s:6Siesta13RequestMethodO5patchyA2CmF
169,delete,Element,Enums/RequestMethod.html#/s:6Siesta13RequestMethodO6deleteyA2CmF
170,onCompletion(_:),Method,Protocols/Request.html#/s:6Siesta7RequestP12onCompletionyAaB_pyAA12ResponseInfoVcF
171,onSuccess(_:),Method,Protocols/Request.html#/s:6Siesta7RequestP9onSuccessyAaB_pyAA6EntityVyypGcF
172,onNewData(_:),Method,Protocols/Request.html#/s:6Siesta7RequestP9onNewDatayAaB_pyAA6EntityVyypGcF
173,onNotModified(_:),Method,Protocols/Request.html#/s:6Siesta7RequestP13onNotModifiedyAaB_pyycF
174,onFailure(_:),Method,Protocols/Request.html#/s:6Siesta7RequestP9onFailureyAaB_pyAA0B5ErrorVcF
175,start(),Method,Protocols/Request.html#/s:6Siesta7RequestP5startAaB_pyF
176,state,Property,Protocols/Request.html#/s:6Siesta7RequestP5stateAA0B5StateOvp
177,progress,Property,Protocols/Request.html#/s:6Siesta7RequestP8progressSdvp
178,onProgress(_:),Method,Protocols/Request.html#/s:6Siesta7RequestP10onProgressyAaB_pySdcF
179,cancel(),Method,Protocols/Request.html#/s:6Siesta7RequestP6cancelyyF
180,repeated(),Method,Protocols/Request.html#/s:6Siesta7RequestP8repeatedAaB_pyF
181,chained(whenCompleted:),Method,Protocols/Request.html#/s:6Siesta7RequestPAAE7chained13whenCompletedAaB_pAA0B11ChainActionOAA12ResponseInfoVc_tF
182,Request,Protocol,Protocols/Request.html
183,RequestMethod,Enum,Enums/RequestMethod.html
184,RequestState,Enum,Enums/RequestState.html
185,RequestError,Struct,Structs/RequestError.html
186,Response,Enum,Enums/Response.html
187,ResponseInfo,Struct,Structs/ResponseInfo.html
188,network,Element,Enums/ResourceEvent/NewDataSource.html#/s:6Siesta13ResourceEventO13NewDataSourceO7networkyA2EmF
189,cache,Element,Enums/ResourceEvent/NewDataSource.html#/s:6Siesta13ResourceEventO13NewDataSourceO5cacheyA2EmF
190,localOverride,Element,Enums/ResourceEvent/NewDataSource.html#/s:6Siesta13ResourceEventO13NewDataSourceO13localOverrideyA2EmF
191,wipe,Element,Enums/ResourceEvent/NewDataSource.html#/s:6Siesta13ResourceEventO13NewDataSourceO4wipeyA2EmF
192,description,Property,Enums/ResourceEvent/NewDataSource.html#/s:s23CustomStringConvertibleP11descriptionSSvp
193,observerAdded,Element,Enums/ResourceEvent.html#/s:6Siesta13ResourceEventO13observerAddedyA2CmF
194,requested,Element,Enums/ResourceEvent.html#/s:6Siesta13ResourceEventO9requestedyA2CmF
195,requestCancelled,Element,Enums/ResourceEvent.html#/s:6Siesta13ResourceEventO16requestCancelledyA2CmF
196,newData(_:),Element,Enums/ResourceEvent.html#/s:6Siesta13ResourceEventO7newDatayA2C03NewE6SourceOcACmF
197,notModified,Element,Enums/ResourceEvent.html#/s:6Siesta13ResourceEventO11notModifiedyA2CmF
198,error,Element,Enums/ResourceEvent.html#/s:6Siesta13ResourceEventO5erroryA2CmF
199,NewDataSource,Enum,Enums/ResourceEvent/NewDataSource.html
200,resourceChanged(_:event:),Method,Protocols/ResourceObserver.html#/s:6Siesta16ResourceObserverP15resourceChanged_5eventyAA0B0C_AA0B5EventOtF
201,resourceRequestProgress(for:progress:),Method,Protocols/ResourceObserver.html#/s:6Siesta16ResourceObserverP23resourceRequestProgress3for8progressyAA0B0C_SdtF
202,stoppedObserving(resource:),Method,Protocols/ResourceObserver.html#/s:6Siesta16ResourceObserverP16stoppedObserving8resourceyAA0B0C_tF
203,observerIdentity,Property,Protocols/ResourceObserver.html#/s:6Siesta16ResourceObserverP16observerIdentitys11AnyHashableVvp
204,ResourceObserver,Protocol,Protocols/ResourceObserver.html
205,ResourceObserverClosure,Alias,"Observing Resources.html#/s:6Siesta23ResourceObserverClosurea"
206,ResourceEvent,Enum,Enums/ResourceEvent.html
207,ContentType,Alias,Protocols/TypedContentAccessors.html#/s:6Siesta21TypedContentAccessorsP0C4TypeQa
208,entityForTypedContentAccessors,Property,Protocols/TypedContentAccessors.html#/s:6Siesta21TypedContentAccessorsP09entityForbcD0AA6EntityVy0C4TypeQzGSgvp
209,typedContent(ifNone:),Method,Protocols/TypedContentAccessors.html#/s:6Siesta21TypedContentAccessorsPAAE05typedC06ifNoneqd__qd__yXK_tlF
210,typedContent(ifNone:),Method,Protocols/TypedContentAccessors.html#/s:6Siesta21TypedContentAccessorsPAAE05typedC06ifNoneqd__SgAFyXK_tlF
211,typedContent(),Method,Protocols/TypedContentAccessors.html#/s:6Siesta21TypedContentAccessorsPAAE05typedC0qd__SgylF
212,jsonDict,Property,Protocols/TypedContentAccessors.html#/s:6Siesta21TypedContentAccessorsPAAE8jsonDictSDySSypGvp
213,jsonArray,Property,Protocols/TypedContentAccessors.html#/s:6Siesta21TypedContentAccessorsPAAE9jsonArraySayypGvp
214,text,Property,Protocols/TypedContentAccessors.html#/s:6Siesta21TypedContentAccessorsPAAE4textSSvp
215,configurationPattern(for:),Method,Protocols/ConfigurationPatternConvertible.html#/s:6Siesta31ConfigurationPatternConvertibleP013configurationC03forSb10Foundation3URLVcAA7ServiceC_tF
216,configurationPatternDescription,Property,Protocols/ConfigurationPatternConvertible.html#/s:6Siesta31ConfigurationPatternConvertibleP013configurationC11DescriptionSSvp
217,expirationTime,Property,Structs/Configuration.html#/s:6Siesta13ConfigurationV14expirationTimeSdvp
218,retryTime,Property,Structs/Configuration.html#/s:6Siesta13ConfigurationV9retryTimeSdvp
219,headers,Property,Structs/Configuration.html#/s:6Siesta13ConfigurationV7headersSDyS2SGvp
220,mutateRequests(with:),Method,Structs/Configuration.html#/s:6Siesta13ConfigurationV14mutateRequests4withyy10Foundation10URLRequestVzc_tF
221,decorateRequests(with:),Method,Structs/Configuration.html#/s:6Siesta13ConfigurationV16decorateRequests4withyAA7Request_pAA8ResourceC_AaF_ptc_tF
222,pipeline,Property,Structs/Configuration.html#/s:6Siesta13ConfigurationV8pipelineAA8PipelineVvp
223,progressReportingInterval,Property,Structs/Configuration.html#/s:6Siesta13ConfigurationV25progressReportingIntervalSdvp
224,content,Property,Structs/Entity.html#/s:6Siesta6EntityV7contentxvp
225,contentType,Property,Structs/Entity.html#/s:6Siesta6EntityV11contentTypeSSvp
226,charset,Property,Structs/Entity.html#/s:6Siesta6EntityV7charsetSSSgvp
227,etag,Property,Structs/Entity.html#/s:6Siesta6EntityV4etagSSSgvp
228,header(forKey:),Method,Structs/Entity.html#/s:6Siesta6EntityV6header6forKeySSSgSS_tF
229,headers,Property,Structs/Entity.html#/s:6Siesta6EntityV7headersSDyS2SGvp
230,timestamp,Property,Structs/Entity.html#/s:6Siesta6EntityV9timestampSdvp
231,init(response:content:),Method,Structs/Entity.html#/s:6Siesta6EntityV8response7contentACyxGSo17NSHTTPURLResponseCSg_xtcfc
232,init(content:contentType:charset:headers:),Method,Structs/Entity.html#/s:6Siesta6EntityV7content0C4Type7charset7headersACyxGx_S2SSgSDyS2SGtcfc
233,init(content:charset:headers:timestamp:),Method,Structs/Entity.html#/s:6Siesta6EntityV7content7charset7headers9timestampACyxGx_SSSgSDyS2SGSdSgtcfc
234,touch(),Method,Structs/Entity.html#/s:6Siesta6EntityV5touchyyF
235,withContentRetyped(),Method,Structs/Entity.html#/s:6Siesta6EntityV18withContentRetypedACyqd__GSgylF
236,entityForTypedContentAccessors,Property,Structs/Entity.html#/s:6Siesta6EntityV30entityForTypedContentAccessorsACyxGSgvp
237,service,Property,Classes/Resource.html#/c:@M@Siesta@objc(cs)BOSResource(py)service
238,url,Property,Classes/Resource.html#/c:@M@Siesta@objc(cs)BOSResource(py)url
239,configuration,Property,Classes/Resource.html#/s:6Siesta8ResourceC13configurationAA13ConfigurationVvp
240,configuration(for:),Method,Classes/Resource.html#/s:6Siesta8ResourceC13configuration3forAA13ConfigurationVAA13RequestMethodO_tF
241,latestData,Property,Classes/Resource.html#/s:6Siesta8ResourceC10latestDataAA6EntityVyypGSgvp
242,latestError,Property,Classes/Resource.html#/s:6Siesta8ResourceC11latestErrorAA07RequestD0VSgvp
243,timestamp,Property,Classes/Resource.html#/c:@M@Siesta@objc(cs)BOSResource(py)timestamp
244,isLoading,Property,Classes/Resource.html#/c:@M@Siesta@objc(cs)BOSResource(py)isLoading
245,isRequesting,Property,Classes/Resource.html#/c:@M@Siesta@objc(cs)BOSResource(py)isRequesting
246,loadRequests,Property,Classes/Resource.html#/s:6Siesta8ResourceC12loadRequestsSayAA7Request_pGvp
247,allRequests,Property,Classes/Resource.html#/s:6Siesta8ResourceC11allRequestsSayAA7Request_pGvp
248,RequestMutation,Alias,Classes/Resource.html#/s:6Siesta8ResourceC15RequestMutationa
249,request(_:requestMutation:),Method,Classes/Resource.html#/s:6Siesta8ResourceC7request_0C8MutationAA7Request_pAA0E6MethodO_y10Foundation10URLRequestVzctF
